name,rating,total_rating,salaries
NCL BUILDTEK,3.5,(239),239
Tide - Business Management Platform,3.7,(238),238
Expertrons,3.6,(238),238
Alembic,3.9,(238),238
Model N,4.5,(238),238
SkillRecruit,4.4,(238),238
Airblack,4.0,(238),238
Shankaranarayana Constructions,3.8,(238),238
Linc,3.5,(238),238
Arkray Healthcare,3.4,(238),238
Tesseract Imaging,4.0,(237),237
SMS Pharmaceuticals,3.1,(237),237
bebo Technologies,3.4,(237),237
The Sparks Foundation,4.3,(238),238
Sanoh,4.1,(238),238
SLAP,3.9,(238),238
Vara United,3.7,(237),237
Marathon Realty,3.9,(237),237
Naprod Life Sciences,3.4,(237),237
Neudesic Technologies,4.1,(237),237
20Cube Logistics,3.7,(237),237
Zones Corporate Solutions,3.2,(237),237
Skechers,4.1,(237),237
Box8,3.5,(237),237
Geetanjali Medical College and Hospital,4.0,(237),237
NMDC Steels,3.9,(237),237
MASAI School,4.2,(237),237
Lubi Industries Llp,4.1,(237),237
National Small Industries Corporation,4.0,(236),236
Intuit,3.3,(236),236
AT&S,3.5,(237),237
St. John's Medical College Hospital,4.1,(236),236
Omprime Technology Private Limited,4.1,(236),236
Linux Laboratories,4.0,(236),236
ABEC,4.2,(236),236
Indiabulls Real Estate,4.4,(236),236
S&IB Services,3.9,(236),236
VRC Constructions India,3.8,(237),237
American Tower Corporation,4.0,(236),236
Freedom Employability Academy,4.1,(237),237
Shorthills AI,3.6,(237),237
SEO Discovery,4.9,(236),236
Dr B Lal Clinical Laboratory,4.4,(236),236
Sarda Energy & Minerals,4.0,(237),237
Kobelco Construction Equipment India,4.2,(236),236
Franco-Indian Pharmaceuticals,3.3,(236),236
Agiliad,3.3,(236),236
Ajmera Realty & Infra India,4.6,(236),236
Sugam Parivahan,4.2,(236),236
Sugam Parivahan,4.2,(236),236
Premier Indoplast,4.1,(236),236
Scc Infrastructure,3.9,(236),236
Atibir Industries,3.1,(236),236
RSH Global,4.1,(236),236
Selectsys,3.5,(236),236
Koyo Bearings India,3.9,(235),235
Azim Premji Foundation,3.8,(235),235
AGILE AIRPORT SERVICES,3.9,(235),235
Sneha Farms,4.0,(235),235
Student Life,4.0,(235),235
Ginger Hotels,3.9,(235),235
Tecnotree Convergence,3.1,(235),235
Groupe SEB,3.4,(235),235
Aziro,3.5,(237),237
Balasore Alloys,3.0,(235),235
Aditya Birla Money,3.9,(235),235
Rajasthan Patrika,3.2,(235),235
WEG,4.2,(235),235
AABSyS IT,3.2,(235),235
Aditya Birla Money,3.9,(235),235
Rajasthan Patrika,3.2,(235),235
WEG,4.2,(235),235
Azim Premji Foundation,3.8,(235),235
AGILE AIRPORT SERVICES,3.9,(235),235
Sears Holdings,3.0,(235),235
AABSyS IT,3.2,(235),235
APM Terminals,4.4,(235),235
Victora Industries,3.7,(236),236
Shiva Pharmachem,3.8,(235),235
Parle Elizabeth Tools,3.9,(235),235
Parason Machinery,3.3,(235),235
Radio Mirchi,3.3,(235),235
Sears IT & Management Services India,3.1,(234),234
Rasna,3.3,(234),234
ADARSH DEVELOPERS,4.3,(234),234
Finorchem Limited,3.7,(234),234
Fusion,3.1,(234),234
M.J Global,3.9,(234),234
Mvs Acmei Technologies,3.9,(234),234
Cube Highways,4.3,(234),234
Advantum Health,2.9,(234),234
Albert David,3.5,(235),235
Pearl Precision Products,3.8,(234),234
LUX Industries,3.3,(234),234
Impact Analytics,3.9,(234),234
Cyrix Health Care,4.3,(234),234
Veltris,3.6,(234),234
Impressico Business Solutions,4.4,(234),234
Excellon Software,4.3,(234),234
BPL Medical Technologies,3.4,(234),234
iD Fresh Food,4.0,(235),235
Copart,3.1,(234),234
JPM Group,3.8,(234),234
Paradise Food Court,3.7,(234),234
Sand Martin Consultants,2.9,(234),234
Arvato,3.7,(233),233
Verzeo,2.7,(233),233
Advids,4.4,(233),233
Asian Institute of Medical Sciences,3.9,(233),233
Red Bull,4.1,(233),233
Focus Energy,3.5,(233),233
Brij Gopal Construction Company,3.9,(233),233
GLA University,3.6,(233),233
"Sanjay Ghodawat International School, Kolhapur",3.5,(233),233
Echs Polyclinic,4.1,(233),233
Pure & Cure Healthcare,4.1,(233),233
Garware Hi-Tech Films,4.0,(233),233
Schott Poonawalla,3.7,(233),233
Xchanging,4.1,(233),233
IMSI,3.1,(233),233
Kalyani Maxion Wheels,4.1,(233),233
Pontika Aerotech,3.6,(233),233
Uniinfo Telecom Services,3.4,(233),233
Kumaran Systems,3.5,(233),233
Precision Group,3.5,(234),234
Aachi Foods,4.1,(232),232
Valueonshore Advisors,3.8,(232),232
Itvedant Education,3.7,(232),232
Little Millennium,3.8,(232),232
SUGAR Cosmetics,3.8,(232),232
Excelra Knowledge Solutions,3.4,(232),232
Balaji Enterprises,4.4,(232),232
Paychex IT Solutions India,3.3,(232),232
Svatantra Micro Housing Finance Corporation Limited,3.9,(232),232
MUNDRA SOLAR TECHNOPARK,3.7,(232),232
Chaitanya Projects Consultancy,4.0,(232),232
Unthinkable Solutions,2.9,(232),232
Valueonshore Advisors,3.8,(232),232
Essae Digitronics,4.1,(232),232
Aachi Foods,4.1,(232),232
Itvedant Education,3.7,(232),232
PIT Solutions,3.7,(232),232
Bondada Engineering,3.5,(233),233
Flex Technologies,3.9,(232),232
Umedica Laboratories,3.6,(232),232
RASI SEEDS,4.1,(232),232
Qi Spine Clinic,3.7,(233),233
HEG,3.8,(232),232
IVTL Infoview Technologies,3.6,(231),231
Ga Digital Web Word,3.6,(231),231
Maral Overseas,3.6,(231),231
MaRS Planning & Engineering Services,3.8,(231),231
SunMax Auto Engineering,3.5,(231),231
IVTL Infoview Technologies,3.6,(231),231
Fresher Than Fresh,4.0,(231),231
Bombay Rayon Fashions,3.2,(231),231
Sun Vacuum Formers,3.8,(231),231
Centillion Solutions and Services,3.9,(231),231
LinkedIn,4.0,(231),231
Changepond Technologies,3.0,(231),231
Arihant Publications,3.7,(231),231
Bsr Infratech India,3.8,(232),232
TravelTriangle,3.5,(231),231
Neolite Zkw Lightings,3.9,(231),231
Touchstone Educationals,3.2,(231),231
Scania,3.6,(230),230
Save the Children,4.4,(231),231
Scyo Decision Services,4.5,(230),230
Raheja Developers,3.0,(230),230
Stratosphere IT Services,3.0,(230),230
Army Ordnance Corps,4.8,(230),230
Teerthanker Mahaveer University,3.4,(230),230
KNR Constructions,4.0,(231),231
Reecomps Teleservices,3.7,(230),230
FarEye,3.3,(230),230
Orange Mantra,3.6,(230),230
VHS Consulting,3.8,(230),230
Jaypee Hotels,3.8,(230),230
Matrix ComSec,3.6,(230),230
Games24x7,3.9,(230),230
Link Group,3.7,(230),230
Trivitron Healthcare,3.3,(230),230
Verifone,3.1,(231),231
Flash Viven Machining Technologies,3.6,(230),230
Z1 Tech,4.1,(230),230
Consilio,3.6,(230),230
Neogen Chemicals,4.0,(230),230
Patton International,3.6,(231),231
Government Medical College,4.1,(229),229
SRR Projects,4.0,(229),229
ICPA Health Products,3.2,(229),229
Ncc Urban Infrastructure,4.1,(230),230
Reliance Home Finance,4.0,(229),229
Broker Network,2.4,(229),229
AbbVie Inc.,3.6,(229),229
Sonovision-Aetos,3.5,(229),229
BluSmart,3.8,(229),229
Gem Engserv,4.0,(229),229
John Crane Sealing Systems India,3.4,(229),229
Augtech Nextwealth,3.7,(229),229
RegisterKaro,3.4,(229),229
Helmerich & Payne,3.7,(229),229
Zinnov Management Consulting,3.2,(230),230
Veolia,3.9,(230),230
Travelex,3.3,(229),229
Lifelong India,3.9,(229),229
Coffee Day,3.0,(229),229
Marine Electricals,3.6,(229),229
Man Industries,3.4,(229),229
Man Industries,3.4,(229),229
Veolia,3.9,(230),230
Zydus Hospira Oncology,4.1,(229),229
Mining Engineering Services,3.7,(229),229
Centaur Billing,3.8,(229),229
Nyx-medical Solutions,3.6,(228),228
HTL,3.6,(228),228
Kriti Industries,3.6,(228),228
Elevate Services,3.2,(228),228
Marquardt,3.7,(228),228
Forest Essentials,4.1,(228),228
Innoplexus,4.2,(228),228
Om Innovation Call Services,3.6,(228),228
United India Insurance Company,4.4,(228),228
Megafine Pharma,3.8,(228),228
Taggd,3.3,(228),228
Pattern Technologies,4.3,(228),228
Shri Mahavir Ferro Alloys,3.4,(228),228
Aia Engineering,4.1,(228),228
ExpertCallers,3.4,(228),228
DelaPlex Software,4.2,(228),228
Fragomen Immigration Services,3.4,(228),228
MT Educare,2.4,(228),228
TRF,3.5,(228),228
B4S Solutions,3.9,(228),228
Olympus,3.8,(228),228
HTL,3.6,(228),228
Nyx-medical Solutions,3.6,(228),228
Kriti Industries,3.6,(228),228
Elevate Services,3.2,(228),228
Vensa Infrastructure,4.2,(228),228
Mantri Developers,3.3,(228),228
Colourtex,3.8,(229),229
Reliance Money,4.3,(227),227
Teachers Insurance and Annuity Association of America,3.9,(228),228
Reliance Consumer Products,3.7,(228),228
Knest Manufacturers,3.5,(227),227
Charak Pharma,3.5,(227),227
PrepLadder,2.6,(228),228
ZeMoSo Technologies,3.0,(227),227
Drools,3.5,(227),227
PrepLadder,2.6,(228),228
Fortis Memorial Research Institute,4.1,(227),227
La-Gajjar Machineries,4.1,(227),227
Chiripal Poly Films,4.0,(227),227
MKCL,3.7,(227),227
Charak Pharma,3.5,(227),227
Reliance Consumer Products,3.7,(228),228
Teachers Insurance and Annuity Association of America,3.9,(228),228
Successive Technologies,3.8,(227),227
Knest Manufacturers,3.5,(227),227
Ankura Hospital,3.7,(227),227
Ishan Technologies,3.6,(227),227
Meditab Software,3.2,(227),227
Optimus Drugs,4.0,(227),227
Lizmontagens India,4.1,(227),227
EFKON INDIA,3.7,(227),227
Kinetic Green Energy And Power Solutions,2.9,(227),227
Google Pay,3.7,(227),227
Busy Infotech,4.0,(227),227
Ami Polymer,3.6,(228),228
Steelman Telecom,3.8,(227),227
Busy Infotech,4.0,(227),227
Affluent Global Services,2.9,(227),227
Google Pay,3.7,(227),227
Texas Instruments,3.7,(226),226
Jagsonpal Pharmaceuticals,3.5,(226),226
Steril Gene Life Sciences,3.8,(226),226
Flexituff Ventures International,3.4,(226),226
Reserve Bank Information Technology,3.2,(227),227
Rossari Biotech,3.7,(227),227
Nielsen Sports,3.8,(226),226
Biotique,3.0,(227),227
AEREN IT Solutions,4.1,(226),226
Blue Cross Laboratories,3.7,(226),226
Ceragon Networks,3.8,(226),226
RAXA,4.2,(226),226
MINISO,3.8,(226),226
Verifacts Services,3.2,(226),226
Integrated Personnel Services Limited,3.9,(226),226
SGB By BrandSafway,3.9,(226),226
Biotique,3.0,(227),227
AEREN IT Solutions,4.1,(226),226
Hyva,3.9,(226),226
Ritz-Carlton,4.0,(226),226
Savita Oil Technologies,4.1,(226),226
Techahead Software,3.7,(226),226
Gold's Gym,4.0,(225),225
Beumer Group,3.9,(225),225
Nahars Engineering India,3.2,(225),225
Mordor Intelligence,2.7,(225),225
Archwell Operations,3.4,(225),225
Dunnhumby,3.7,(225),225
Ivy Hospital,3.6,(225),225
Moreish Food,3.4,(225),225
ARB Bearings,3.5,(225),225
Ts Tech Sun India,4.0,(225),225
IPCS GLOBAL SOLUTIONS PVT LTD,4.4,(225),225
ASSA ABLOY,3.5,(225),225
CoLive,4.0,(227),227
Navitas Life Sciences,3.6,(225),225
Relevantz Technology Services,3.6,(225),225
Mordor Intelligence,2.7,(225),225
Nahars Engineering India,3.2,(225),225
Dunnhumby,3.7,(225),225
Beumer Group,3.9,(225),225
Moople Academy,4.2,(225),225
Archwell Operations,3.4,(225),225
Amrita Vishwa Vidyapeetham,3.6,(225),225
Lauren Information Technologies,3.5,(225),225
Cotecna Inspection India,3.6,(226),226
Atidiv,2.6,(225),225
OPG Mobility,3.1,(224),224
Sankey Solutions,3.8,(224),224
Bosch Power Tools,4.3,(224),224
Coastal Marine Construction & Engineering,4.2,(224),224
Informatica Business Solutions,3.9,(224),224
STMicroelectronics,4.0,(224),224
Garden Silk Mills,3.7,(224),224
Oxyzo Financial Services,3.4,(226),226
STMicroelectronics,4.0,(224),224
Oxyzo Financial Services,3.4,(226),226
Qdigi Services,3.4,(224),224
Sankey Solutions,3.8,(224),224
OPG Mobility,3.1,(224),224
WovVTech,4.2,(224),224
Essel Group,4.0,(224),224
ExcelSoft Technologies,3.4,(224),224
Merkle,3.4,(224),224
Prozo,3.4,(224),224
Northern Arc Capital,3.7,(224),224
Bank Muscat,4.1,(224),224
Furlenco,3.3,(223),223
Information Services Group,3.6,(223),223
Chrysalis High,3.9,(223),223
SkilloVilla,4.1,(223),223
Prakash Industries,3.8,(223),223
Nuance Communications,4.1,(224),224
CompuGroup Medical,3.3,(223),223
KPR Mill,3.8,(223),223
State Street Global Advisors,3.6,(223),223
Connectwell Industries,3.6,(224),224
Jindal (India) Limited,4.0,(223),223
BeatO,3.3,(225),225
Jyoti Structures,3.9,(223),223
Rubamin,4.0,(223),223
South Eastern Coalfields,4.3,(223),223
Graviti Pharmaceuticals,3.0,(223),223
Maxinfra,4.0,(224),224
ONLEI Technologies,4.8,(223),223
ZingHR,3.0,(223),223
Religare Finvest,4.3,(224),224
Petrofac Engineering India,4.6,(223),223
Oasis Fertility,3.9,(224),224
Analytix Business Solutions,3.2,(224),224
Enser Communications,2.6,(223),223
Pran Beverages India,3.8,(223),223
Sutlej Textiles and Industries,3.8,(223),223
VISTRA INTERNATIONAL EXPANSION,3.4,(223),223
Vcare Call Center,3.5,(223),223
Pha India,4.0,(223),223
First Citizens India,3.9,(223),223
Vishnu Chemicals,3.9,(223),223
Hicare Services,3.9,(222),222
Walter Bushnell,3.0,(222),222
Marsh,4.1,(222),222
Futurism Technologies,3.8,(222),222
Blazeclan Technologies,3.7,(222),222
All India Radio,4.3,(222),222
Ibis,4.4,(222),222
Eazy ERP Technologies,3.8,(222),222
Hippo Homes,3.3,(222),222
BMW Industries,3.4,(222),222
Deutsche Telekom Digital Labs,3.4,(222),222
SPRAY ENGINEERING DEVICES,4.2,(222),222
Commerce Pundit,4.4,(222),222
American InfoSource,3.7,(222),222
MEDICO Healthcare Services & Technologies,3.1,(222),222
Droom,3.2,(222),222
RAKS Pharma,3.9,(223),223
Mitsui O.S.K. Lines,4.0,(222),222
LNV Technology,3.8,(223),223
InMobi,3.0,(222),222
ABCD,4.1,(222),222
Bikaji Foods,4.1,(222),222
Manipal Business Solutions,3.9,(222),222
Abante Integrated Management Services,4.2,(222),222
OSI Digital,3.5,(222),222
Hindustan PowerProjects,3.6,(222),222
Laxmi-Agni Components and Forging,4.1,(221),221
AWC Software,3.6,(221),221
Mehin,4.0,(221),221
Preethi Kitchen Appliances,3.9,(221),221
Rolta India,3.3,(221),221
Absolute Barbecues,4.0,(221),221
Nuberg Engineering,3.7,(221),221
Yaantra,3.6,(221),221
Purnartha Investment Advisors,4.1,(221),221
Travel Boutique Online,3.3,(221),221
Vivifi India Finance,3.4,(221),221
Vivifi India Finance,3.4,(221),221
AWC Software,3.6,(221),221
Soothe Healthcare,3.1,(221),221
Anri Solutions HR Services,4.0,(221),221
Uni Cards,3.8,(221),221
MyCaptain by Imarticus Learning,3.5,(222),222
UL Solutions,3.9,(221),221
Providence Global Center,3.7,(221),221
XenonStack,3.2,(221),221
SITA,3.7,(221),221
Verticurl,3.0,(221),221
Indo Nissin Foods,3.9,(221),221
Eternis Fine Chemicals,3.3,(221),221
Spacewood,3.4,(220),220
Emami Frank Ross,3.8,(221),221
Bazar India,3.7,(220),220
Resonance Eduventures,3.7,(220),220
E2logy Software Solutions,4.7,(220),220
Globus Stores,3.6,(220),220
Zinnia,3.1,(223),223
Ebixcash World Money,3.5,(221),221
Tata CLiQ,3.0,(220),220
Microlink Solutions,3.7,(221),221
Synthite Industries,4.0,(220),220
Artech,3.1,(221),221
Kalyani Forge,3.6,(220),220
Mark's,4.0,(220),220
Laxmi India Finleasecap,3.8,(220),220
Rapid Care Transcription,4.4,(220),220
M Swasth Solutions,3.3,(220),220
Milan Laboratories India Private Limited,3.7,(219),219
Gleeds Consulting (India) Pvt. Ltd,4.2,(220),220
Indo Rama Synthetics (i),3.7,(220),220
NuSummit,3.3,(220),220
Bharathi Cement,3.8,(219),219
Satyesh Brinechem,3.1,(219),219
UGC Supply Chain Solutions,3.0,(219),219
Galaxy Weblinks,3.9,(219),219
TATA MEDICAL CENTER,3.8,(220),220
TEOCO Software,3.9,(219),219
UGC Supply Chain Solutions,3.0,(219),219
TEOCO Software,3.9,(219),219
TATA MEDICAL CENTER,3.8,(220),220
Decimal Technologies,2.7,(219),219
Pathfinder Business Analysis,3.5,(219),219
Inchcape Shipping Services,3.3,(219),219
Orchid Chemicals & Pharmaceuticals,4.1,(219),219
ORISSA METALIKS,3.9,(219),219
Dr Mohan's Diabetes Specialities Centre,3.6,(219),219
Xplore-Tech Services,3.2,(219),219
Root Industries,4.0,(219),219
TPI Composites,4.3,(219),219
Torque Pharmaceuticals,3.9,(219),219
Dr Oetker,4.0,(219),219
Bajaj Markets,3.1,(219),219
Magicrete Building Solutions,3.9,(219),219
Tps Infrastructure,4.0,(219),219
Texspin Bearings,4.0,(219),219
Flair Writing Instruments,3.6,(219),219
Counsel India,4.3,(218),218
GENWORKS Health,3.1,(218),218
Cogent,3.2,(218),218
Milk Mantra Dairy,3.7,(218),218
KC Overseas Education,3.6,(218),218
Tata Housing Development Company,4.3,(218),218
Innovapptive,4.3,(218),218
Cloud Analogy,3.9,(219),219
Chitkara University,4.2,(218),218
SAMCO Securities,3.9,(218),218
Tata Lockheed Martin Aerostructures,4.0,(218),218
Akbar Travels,3.4,(218),218
Groupe Lactalis,3.5,(218),218
MMTC-PAMP,3.8,(218),218
City Montessori School,3.5,(218),218
Ananth Technologies,3.8,(218),218
Khanna Paper Mills,3.7,(218),218
Pothys,4.1,(218),218
Jm Frictech,3.3,(218),218
Antino,2.8,(218),218
LoansJagat.com,3.9,(217),217
Special Technical Services,4.0,(217),217
Rotostat Services,3.9,(218),218
The Co-operative Bank,3.8,(217),217
Shree Vasu Logistics Limited,3.3,(217),217
Kerakoll,4.2,(217),217
Bharat Institutions,3.4,(217),217
Shangri-la Hotels & Resorts,4.2,(217),217
Keolis Hyderabad Metro,3.9,(217),217
Exponentia.ai,3.9,(217),217
U R Rao Satellite Centre,4.4,(218),218
Bodal Chemicals,3.5,(217),217
FAIRWAY ENTERPRISES,3.9,(217),217
Jindal Worldwide,3.4,(217),217
Faiveley Transport,4.0,(217),217
Putzmeister Concrete Machines,3.5,(217),217
Upstox,3.4,(217),217
Modicare,3.9,(217),217
BridgeLabz Solutions,3.2,(217),217
Born Group,3.6,(217),217
Ajax Engineering,3.9,(217),217
Special Technical Services,4.0,(217),217
Rotostat Services,3.9,(218),218
Vidya Mandir Classes,3.3,(217),217
Tricon Infra Buildtech pvt.Ltd,3.1,(217),217
Quest Global Technologies,3.6,(217),217
Third wave Coffee Roasters,3.5,(217),217
ARKA Fincap,4.2,(217),217
Prithvi Innerwears Private Limited,4.8,(216),216
Biryani By Kilo,4.3,(217),217
Croma Campus,3.2,(216),216
Red FM 93.5,3.7,(216),216
Shivam Infocom,4.4,(216),216
KFA Consultant,1.3,(216),216
Software AG,4.3,(216),216
Beri Udyog,3.8,(216),216
Chhatrapati Shivaji International Airport,3.5,(216),216
Anlage Infotech,3.2,(216),216
John Deere Financial,4.3,(216),216
Infiiloom,3.1,(216),216
Toppan Merrill,3.8,(216),216
Paramatrix Technologies,3.8,(216),216
Navigators Software,4.2,(216),216
REI Systems,3.9,(216),216
Aneja Associates,3.3,(216),216
PES Engineers,4.2,(216),216
C DOT,3.8,(216),216
Bilt Graphic Paper Products,3.8,(216),216
Mold-Tek Technologies,3.1,(216),216
COWI,4.2,(216),216
RateGain,3.7,(217),217
Tci Freight,4.2,(216),216
Biostadt,4.2,(216),216
Network Intelligence India,3.1,(216),216
Turito,3.2,(216),216
Bioseed,4.1,(215),215
Elsamex Maintenance Services,4.1,(215),215
Elofic Industries,4.0,(215),215
iLink Digital,3.0,(215),215
Netaxis IT Solutions,3.9,(215),215
Square Bpo Services,3.2,(215),215
AGROCEL INDUSTRIES,4.3,(215),215
Corrival Corporate Services,4.2,(215),215
NMIMS,3.7,(215),215
Hyundai Motor India Engineering,3.9,(215),215
IntelliSmart Infrastructure,3.7,(215),215
Pradan,3.7,(215),215
N.K. Realtors,4.2,(215),215
NGK Spark Plugs,4.2,(215),215
Simform,3.6,(215),215
Kopran,3.7,(215),215
Elin Electronics,3.8,(215),215
Fulcrum Digital,3.5,(215),215
Destek Infosolutions,4.2,(215),215
Videojet Technologies,3.8,(215),215
MidasCare Pharmaceuticals,3.5,(216),216
Jesons Industries,3.4,(215),215
TransPerfect,3.0,(215),215
EagleBurgmann,4.2,(215),215
SBL,3.6,(215),215
Emirates Airlines,3.9,(215),215
SmartWorld Developers,4.0,(215),215
HEPL - A Cavinkare Group Company,3.4,(215),215
Mol Information Processing Services India,3.3,(214),214
Girnar Care,3.5,(214),214
Motion Education,3.4,(215),215
CallHealth,3.5,(214),214
Ensure Support Services,4.4,(214),214
Flyhomes,4.3,(214),214
Rohan Motors,3.7,(214),214
Mitsubishi Heavy Industries,4.2,(215),215
Zamil Air Conditioners,4.1,(214),214
Utkal Alumina International,4.3,(214),214
Smart Energy Water,2.7,(215),215
Brnd.Me,3.8,(215),215
Aarav Global Products & Services Private Limited,2.9,(214),214
Programming.Com,3.4,(214),214
NATIONAL SKILL DEVELOPMENT CORPORATION,3.4,(214),214
BetterPlace Safety Solutions,3.3,(214),214
Data Patterns,3.3,(214),214
Career Launcher,3.8,(214),214
BetterPlace Safety Solutions,3.3,(214),214
NATIONAL SKILL DEVELOPMENT CORPORATION,3.4,(214),214
Deep Industries,3.5,(214),214
Data Patterns,3.3,(214),214
Weatherford,3.4,(214),214
Career Launcher,3.8,(214),214
Embassy Services,3.9,(213),213
Moody's,3.8,(214),214
Tbea Energy,3.9,(214),214
FedServ,3.6,(214),214
CodSoft,3.8,(215),215
Cordlife Sciences India,3.4,(214),214
Ashok Iron Works,3.3,(214),214
Six Sigma Soft Solutions,3.6,(214),214
Zivame.com,3.6,(213),213
Kazo Fashion,3.4,(213),213
Aditi Consulting,3.4,(213),213
University Living Accommodation,3.9,(213),213
Koye Pharmaceuticals,3.1,(213),213
TezTecch,4.8,(213),213
Centrient Pharmaceuticals,3.7,(213),213
Shanthi Gears,3.2,(213),213
Fleet Management,4.0,(213),213
Ziff Davis Performance Marketing,3.5,(213),213
Roulunds Braking,3.5,(216),216
ARaymond,4.0,(213),213
Aditi Consulting,3.4,(213),213
Kazo Fashion,3.4,(213),213
Zivame.com,3.6,(213),213
Tata Power Renewable Energy,4.0,(213),213
Continental Hospitals,3.8,(213),213
Gensol Engineering,3.7,(212),212
Josh Talks,4.2,(212),212
Innovalance Learning Systems,3.2,(212),212
Colorbar Cosmetics,4.1,(212),212
ITCube Solutions,3.0,(212),212
dsm-firmenich,4.1,(212),212
Army Medical Corps,4.8,(212),212
Appsierra,4.4,(212),212
KP GROUP,4.2,(212),212
Colorbar Cosmetics,4.1,(212),212
Entertainment Network India,3.5,(212),212
Gates,3.1,(213),213
KP GROUP,4.2,(212),212
Liebherr Appliances India,3.7,(213),213
ITCube Solutions,3.0,(212),212
Army Medical Corps,4.8,(212),212
Haldiram's Prabhuji,2.9,(212),212
PagarBook,3.6,(211),211
Besant Technologies,3.7,(212),212
Jagran Prakashan,3.5,(212),212
Rishabh Instruments Limited,3.9,(212),212
Malayala Manorama,3.6,(212),212
Vinculum Solutions,2.2,(212),212
dsm-firmenich,4.1,(212),212
ACT Plast Paints,3.8,(212),212
Krishnapatnam Port,3.8,(212),212
Revolt Motors,3.4,(212),212
Orthosquare Dental Clinic,4.5,(212),212
SCON Projects,4.5,(213),213
Sterling Talent Solutions,3.7,(211),211
Country Club India,3.2,(211),211
Parijat Industries (India),4.1,(211),211
Ayesa,4.0,(211),211
ICA Pidilite,4.1,(211),211
SkillVertex,3.3,(211),211
Gulbrandsen,4.1,(211),211
Marque Impex,3.9,(211),211
Country Inns & Suites,4.1,(211),211
Bhutani Group,4.2,(211),211
Sapphire Software Solutions (India),4.4,(211),211
Blackbuck Insights,3.7,(211),211
Rajesh Motors,3.8,(211),211
Vinsum Axpress,3.6,(211),211
Wanbury,3.4,(211),211
Apex Hospital,4.1,(212),212
Praxis home Retail,4.1,(211),211
AmpleLogic,4.1,(211),211
Supreme Treon,3.9,(211),211
Sagitec Solutions,3.3,(211),211
Eurofins Scientific,3.2,(211),211
Emiza Supply Chain Services Private Limited,3.5,(212),212
Truemeds,3.4,(211),211
Primary Health Centre,4.2,(211),211
MAKEEN Energy,3.8,(211),211
Parker Hannifin,3.7,(211),211
Svasti Microfinance,4.0,(211),211
MSC Technology India,3.9,(211),211
Masu Brakes,3.4,(211),211
Sri Ramachandra Institute of Higher Education and Research,3.9,(211),211
Bhima Gold,3.8,(211),211
Network Techlab,3.7,(211),211
AARGEE STAFFING SERVICES,3.7,(210),210
Brainium Information Technologies,3.7,(210),210
EMCO,3.7,(210),210
Ichhapurti.com,2.4,(210),210
Pradhan Mantri Kaushal Vikas Yojana,4.1,(210),210
Development Consultants,3.3,(210),210
Manohar Filaments,3.8,(210),210
Enmas O & M Services,4.1,(210),210
Su-Kam Power Systems,3.4,(211),211
ICE Data Services,3.2,(210),210
Crossword Bookstores,3.6,(210),210
Pacific Development Corporation Limited (Pacific Group),3.6,(210),210
Igarashi Motors,3.8,(210),210
TRIGO Group,2.5,(211),211
Altum Credo Home Finance,3.8,(210),210
InSync Analytics,2.4,(210),210
BajajSons,3.6,(210),210
Kh Exports,3.9,(210),210
SmartStream Technologies,3.2,(210),210
Evonith Steel,3.9,(210),210
Gujarat Narmada Valley Fertilizers & Chemicals,4.3,(211),211
MYND Intergrated Solutions,3.4,(210),210
Amphenol Fci,3.7,(210),210
Hidesign,3.0,(210),210
Lingaya's Vidyapeeth,4.5,(210),210
BTL EPC LTD,3.7,(210),210
Heads Up For Tails,3.6,(210),210
Crimson Interactive,2.5,(210),210
Webasto Roofsystems India,4.0,(210),210
Janatics India,4.0,(210),210
Zen Technologies,4.0,(210),210
Axio,3.8,(210),210
Vedika Credit Capital,3.4,(210),210
Srg Housing Finance,4.0,(210),210
Air India Express,3.3,(210),210
Ways2excel,4.5,(209),209
Bombay Dyeing,3.9,(210),210
TechStar Group,4.1,(209),209
Techmagnate,4.3,(209),209
SMC Power Generation,3.7,(209),209
IFB Automotive,3.8,(210),210
Carzonrent,3.3,(209),209
CONTUS TECH,4.1,(209),209
Kama Ayurveda,4.0,(209),209
Oasis Infobyte,4.1,(209),209
Shirdi Sai Electricals,3.6,(209),209
ZKTeco Biometrics,3.0,(210),210
Horiba India,3.5,(209),209
ZKTeco Biometrics,3.0,(210),210
AISATS,3.5,(209),209
Radhakrishna Foodland,3.7,(209),209
Andhra Pradesh State Skill Development Corporation,3.8,(209),209
Valethi Technologies,3.1,(209),209
Techmagnate,4.3,(209),209
Vikas Money,4.8,(209),209
Lokesh Machines,3.8,(209),209
TechStar Group,4.1,(209),209
OptimHire,3.6,(209),209
Teleone,3.7,(211),211
Precision Camshafts,3.1,(209),209
CENTRUM HOUSING FINANCE,4.0,(209),209
Bharat Broadband Network,3.9,(208),208
MKU,3.2,(208),208
Lrs Services,4.0,(208),208
St Regis,4.1,(208),208
CBSI,3.3,(208),208
ASP OL Media,4.0,(208),208
Embio,4.0,(208),208
Sahajanand Laser Technology,3.1,(208),208
ACUTAAS CHEMICALS LIMITED,3.8,(208),208
Skandhanshi Infra Projects,4.3,(208),208
Ksolves India Limited,2.9,(208),208
Vishay Components,4.1,(209),209
India Post Payments Bank,4.3,(208),208
Petronas Lubricants,3.2,(208),208
Philip Morris International,4.2,(208),208
Sakarni Plaster,4.5,(208),208
Globus Spirits,3.9,(208),208
